"DATE","TZ","series_xts"
2008-08-04 04:00:00,"Etc/GMT-7",10.125
2008-08-04 05:00:00,"Etc/GMT-7",9.94875523045896
2008-08-04 06:00:00,"Etc/GMT-7",9.624
2008-08-04 07:00:00,"Etc/GMT-7",9.68887280443043
2008-08-04 08:00:00,"Etc/GMT-7",10.627
2008-08-04 09:00:00,"Etc/GMT-7",12.7380035518193
2008-08-04 10:00:00,"Etc/GMT-7",15.64
2008-08-04 11:00:00,"Etc/GMT-7",18.7858629882923
2008-08-04 12:00:00,"Etc/GMT-7",21.649
2008-08-04 13:00:00,"Etc/GMT-7",23.7965444950113
2008-08-04 14:00:00,"Etc/GMT-7",25.15
2008-08-04 15:00:00,"Etc/GMT-7",25.7363340316624
2008-08-04 16:00:00,"Etc/GMT-7",25.65
2008-08-04 17:00:00,"Etc/GMT-7",24.970494378339
2008-08-04 18:00:00,"Etc/GMT-7",23.65
2008-08-04 19:00:00,"Etc/GMT-7",21.7188134549816
2008-08-04 20:00:00,"Etc/GMT-7",19.647
2008-08-04 21:00:00,"Etc/GMT-7",17.9196268017345
2008-08-04 22:00:00,"Etc/GMT-7",16.642
2008-08-04 23:00:00,"Etc/GMT-7",15.7821793380803
2008-08-05 00:00:00,"Etc/GMT-7",15.139
2008-08-05 01:00:00,"Etc/GMT-7",14.5450308459444
2008-08-05 02:00:00,"Etc/GMT-7",14.137
2008-08-05 03:00:00,"Etc/GMT-7",14.0535722781422
2008-08-05 04:00:00,"Etc/GMT-7",14.137
2008-08-05 05:00:00,"Etc/GMT-7",14.1879300414869
2008-08-05 06:00:00,"Etc/GMT-7",14.137
2008-08-05 07:00:00,"Etc/GMT-7",14.0793325559103
2008-08-05 08:00:00,"Etc/GMT-7",14.638
2008-08-05 09:00:00,"Etc/GMT-7",16.3832397348718
2008-08-05 10:00:00,"Etc/GMT-7",19.146
2008-08-05 11:00:00,"Etc/GMT-7",22.4275835046025
2008-08-05 12:00:00,"Etc/GMT-7",25.15
2008-08-05 13:00:00,"Etc/GMT-7",26.4809262467183
2008-08-05 14:00:00,"Etc/GMT-7",27.15
2008-08-05 15:00:00,"Etc/GMT-7",27.9855865085245
2008-08-05 16:00:00,"Etc/GMT-7",28.649
2008-08-05 17:00:00,"Etc/GMT-7",28.5988527191839
2008-08-05 18:00:00,"Etc/GMT-7",27.65
2008-08-05 19:00:00,"Etc/GMT-7",25.8286276147401
2008-08-05 20:00:00,"Etc/GMT-7",23.65
2008-08-05 21:00:00,"Etc/GMT-7",21.6736368218558
2008-08-05 22:00:00,"Etc/GMT-7",20.147
2008-08-05 23:00:00,"Etc/GMT-7",19.1802000978366
2008-08-06 00:00:00,"Etc/GMT-7",18.646
2008-08-06 01:00:00,"Etc/GMT-7",18.3598127867979
2008-08-06 02:00:00,"Etc/GMT-7",18.145
2008-08-06 03:00:00,"Etc/GMT-7",17.8785487549718
2008-08-06 04:00:00,"Etc/GMT-7",17.644
2008-08-06 05:00:00,"Etc/GMT-7",17.555617193315
2008-08-06 06:00:00,"Etc/GMT-7",17.644
2008-08-06 07:00:00,"Etc/GMT-7",17.9508574717681
2008-08-06 08:00:00,"Etc/GMT-7",18.646
2008-08-06 09:00:00,"Etc/GMT-7",19.9488279196125
2008-08-06 10:00:00,"Etc/GMT-7",22.149
2008-08-06 11:00:00,"Etc/GMT-7",25.201205849782
2008-08-06 12:00:00,"Etc/GMT-7",27.65
2008-08-06 13:00:00,"Etc/GMT-7",28.0804736812593
2008-08-06 14:00:00,"Etc/GMT-7",26.65
2008-08-06 15:00:00,"Etc/GMT-7",24.0015244251806
2008-08-06 16:00:00,"Etc/GMT-7",21.148
2008-08-06 17:00:00,"Etc/GMT-7",19.0570536180184
2008-08-06 18:00:00,"Etc/GMT-7",18.145
2008-08-06 19:00:00,"Etc/GMT-7",18.399636102746
2008-08-06 20:00:00,"Etc/GMT-7",18.646
2008-08-06 21:00:00,"Etc/GMT-7",17.8422769709977
2008-08-06 22:00:00,"Etc/GMT-7",16.642
2008-08-06 23:00:00,"Etc/GMT-7",15.9073810132631
2008-08-07 00:00:00,"Etc/GMT-7",15.64
2008-08-07 01:00:00,"Etc/GMT-7",15.6246989759498
2008-08-07 02:00:00,"Etc/GMT-7",15.64
2008-08-07 03:00:00,"Etc/GMT-7",15.4964480829375
2008-08-07 04:00:00,"Etc/GMT-7",15.139
2008-08-07 05:00:00,"Etc/GMT-7",14.6012586923
2008-08-07 06:00:00,"Etc/GMT-7",14.137
2008-08-07 07:00:00,"Etc/GMT-7",14.0517671478623
2008-08-07 08:00:00,"Etc/GMT-7",14.638
2008-08-07 09:00:00,"Etc/GMT-7",16.0802977162507
2008-08-07 10:00:00,"Etc/GMT-7",18.145
2008-08-07 11:00:00,"Etc/GMT-7",20.413916987135
2008-08-07 12:00:00,"Etc/GMT-7",22.149
2008-08-07 13:00:00,"Etc/GMT-7",22.9577843352093
2008-08-07 14:00:00,"Etc/GMT-7",24.15
2008-08-07 15:00:00,"Etc/GMT-7",26.7138206720279
2008-08-07 16:00:00,"Etc/GMT-7",28.649
2008-08-07 17:00:00,"Etc/GMT-7",27.9589329766792
2008-08-07 18:00:00,"Etc/GMT-7",25.65
2008-08-07 19:00:00,"Etc/GMT-7",23.2223224212554
2008-08-07 20:00:00,"Etc/GMT-7",21.148
2008-08-07 21:00:00,"Etc/GMT-7",19.6079023382993
2008-08-07 22:00:00,"Etc/GMT-7",18.646
2008-08-07 23:00:00,"Etc/GMT-7",18.1655682255474
2008-08-08 00:00:00,"Etc/GMT-7",17.644
2008-08-08 01:00:00,"Etc/GMT-7",16.662074759511
2008-08-08 02:00:00,"Etc/GMT-7",15.64
2008-08-08 03:00:00,"Etc/GMT-7",15.0381327364087
2008-08-08 04:00:00,"Etc/GMT-7",14.638
2008-08-08 05:00:00,"Etc/GMT-7",14.1445192948542
2008-08-08 06:00:00,"Etc/GMT-7",13.635
2008-08-08 07:00:00,"Etc/GMT-7",13.3280400841743
2008-08-08 08:00:00,"Etc/GMT-7",13.635
2008-08-08 09:00:00,"Etc/GMT-7",14.9171953684485
2008-08-08 10:00:00,"Etc/GMT-7",17.143
2008-08-08 11:00:00,"Etc/GMT-7",20.0255534420318
2008-08-08 12:00:00,"Etc/GMT-7",22.65
2008-08-08 13:00:00,"Etc/GMT-7",24.2335908634242
2008-08-08 14:00:00,"Etc/GMT-7",25.15
2008-08-08 15:00:00,"Etc/GMT-7",25.6892081042714
2008-08-08 16:00:00,"Etc/GMT-7",24.65
2008-08-08 17:00:00,"Etc/GMT-7",21.1587017194903
2008-08-08 18:00:00,"Etc/GMT-7",17.143
2008-08-08 19:00:00,"Etc/GMT-7",14.6789850177674
2008-08-08 20:00:00,"Etc/GMT-7",13.635
2008-08-08 21:00:00,"Etc/GMT-7",13.33510820944
2008-08-08 22:00:00,"Etc/GMT-7",13.134
2008-08-08 23:00:00,"Etc/GMT-7",12.6007071444725
2008-08-09 00:00:00,"Etc/GMT-7",12.131
2008-08-09 01:00:00,"Etc/GMT-7",12.1196882126701
2008-08-09 02:00:00,"Etc/GMT-7",12.131
2008-08-09 03:00:00,"Etc/GMT-7",11.7065400048472
2008-08-09 04:00:00,"Etc/GMT-7",11.128
2008-08-09 05:00:00,"Etc/GMT-7",10.7685267679411
2008-08-09 06:00:00,"Etc/GMT-7",10.627
2008-08-09 07:00:00,"Etc/GMT-7",10.6097279233885
2008-08-09 08:00:00,"Etc/GMT-7",10.627
2008-08-09 09:00:00,"Etc/GMT-7",10.7425615385051
2008-08-09 10:00:00,"Etc/GMT-7",11.63
2008-08-09 11:00:00,"Etc/GMT-7",13.5670259225913
2008-08-09 12:00:00,"Etc/GMT-7",14.638
2008-08-09 13:00:00,"Etc/GMT-7",13.2919597711298
2008-08-09 14:00:00,"Etc/GMT-7",11.63
2008-08-09 15:00:00,"Etc/GMT-7",11.8185099928893
2008-08-09 16:00:00,"Etc/GMT-7",12.633
2008-08-09 17:00:00,"Etc/GMT-7",12.4736252573128
2008-08-09 18:00:00,"Etc/GMT-7",11.63
2008-08-09 19:00:00,"Etc/GMT-7",10.7624889778595
2008-08-09 20:00:00,"Etc/GMT-7",10.125
2008-08-09 21:00:00,"Etc/GMT-7",9.80416883124929
2008-08-09 22:00:00,"Etc/GMT-7",9.624
2008-08-09 23:00:00,"Etc/GMT-7",9.39321069714337
2008-08-10 00:00:00,"Etc/GMT-7",9.122
2008-08-10 01:00:00,"Etc/GMT-7",8.86086338017722
2008-08-10 02:00:00,"Etc/GMT-7",8.62
2008-08-10 03:00:00,"Etc/GMT-7",8.38933578214774
2008-08-10 04:00:00,"Etc/GMT-7",8.118
2008-08-10 05:00:00,"Etc/GMT-7",7.79579349123181
2008-08-10 06:00:00,"Etc/GMT-7",7.616
2008-08-10 07:00:00,"Etc/GMT-7",7.75499025292501
2008-08-10 08:00:00,"Etc/GMT-7",8.118
2008-08-10 09:00:00,"Etc/GMT-7",8.57449549706814
2008-08-10 10:00:00,"Etc/GMT-7",9.122
2008-08-10 11:00:00,"Etc/GMT-7",9.72965275880244
2008-08-10 12:00:00,"Etc/GMT-7",10.125
2008-08-10 13:00:00,"Etc/GMT-7",10.1223934677221
2008-08-10 14:00:00,"Etc/GMT-7",10.125
2008-08-10 15:00:00,"Etc/GMT-7",10.5307733703092
2008-08-10 16:00:00,"Etc/GMT-7",11.128
2008-08-10 17:00:00,"Etc/GMT-7",11.5762630510411
2008-08-10 18:00:00,"Etc/GMT-7",11.63
2008-08-10 19:00:00,"Etc/GMT-7",11.1874244255262
2008-08-10 20:00:00,"Etc/GMT-7",10.627
2008-08-10 21:00:00,"Etc/GMT-7",10.319539246854
2008-08-10 22:00:00,"Etc/GMT-7",10.125
2008-08-10 23:00:00,"Etc/GMT-7",9.85316858705779
2008-08-11 00:00:00,"Etc/GMT-7",9.624
2008-08-11 01:00:00,"Etc/GMT-7",9.57753640491485
2008-08-11 02:00:00,"Etc/GMT-7",9.624
2008-08-11 03:00:00,"Etc/GMT-7",9.64331079328283
2008-08-11 04:00:00,"Etc/GMT-7",9.624
2008-08-11 05:00:00,"Etc/GMT-7",9.59322042195384
2008-08-11 06:00:00,"Etc/GMT-7",9.624
2008-08-11 07:00:00,"Etc/GMT-7",9.79043251890181
2008-08-11 08:00:00,"Etc/GMT-7",10.125
2008-08-11 09:00:00,"Etc/GMT-7",10.7427995024389
2008-08-11 10:00:00,"Etc/GMT-7",12.131
2008-08-11 11:00:00,"Etc/GMT-7",14.5702444713426
2008-08-11 12:00:00,"Etc/GMT-7",17.143
2008-08-11 13:00:00,"Etc/GMT-7",18.8604726121908
2008-08-11 14:00:00,"Etc/GMT-7",19.647
2008-08-11 15:00:00,"Etc/GMT-7",19.7938650798944
2008-08-11 16:00:00,"Etc/GMT-7",20.147
2008-08-11 17:00:00,"Etc/GMT-7",21.1581920682316
2008-08-11 18:00:00,"Etc/GMT-7",21.148
2008-08-11 19:00:00,"Etc/GMT-7",18.7073666471791
2008-08-11 20:00:00,"Etc/GMT-7",15.64
2008-08-11 21:00:00,"Etc/GMT-7",13.9379663430518
2008-08-11 22:00:00,"Etc/GMT-7",13.134
2008-08-11 23:00:00,"Etc/GMT-7",12.3632679806135
2008-08-12 00:00:00,"Etc/GMT-7",11.63
2008-08-12 01:00:00,"Etc/GMT-7",11.0888367344941
2008-08-12 02:00:00,"Etc/GMT-7",10.627
2008-08-12 03:00:00,"Etc/GMT-7",10.1150100814102
2008-08-12 04:00:00,"Etc/GMT-7",9.624
2008-08-12 05:00:00,"Etc/GMT-7",9.26674793986531
2008-08-12 06:00:00,"Etc/GMT-7",9.122
2008-08-12 07:00:00,"Etc/GMT-7",9.30674815912861
2008-08-12 08:00:00,"Etc/GMT-7",10.125
2008-08-12 09:00:00,"Etc/GMT-7",11.8115094236202
2008-08-12 10:00:00,"Etc/GMT-7",14.137
2008-08-12 11:00:00,"Etc/GMT-7",16.7339641463905
2008-08-12 12:00:00,"Etc/GMT-7",19.146
2008-08-12 13:00:00,"Etc/GMT-7",20.9130089908179
2008-08-12 14:00:00,"Etc/GMT-7",21.649
2008-08-12 15:00:00,"Etc/GMT-7",21.1226248903379
2008-08-12 16:00:00,"Etc/GMT-7",19.647
2008-08-12 17:00:00,"Etc/GMT-7",17.7333664478303
2008-08-12 18:00:00,"Etc/GMT-7",16.141
2008-08-12 19:00:00,"Etc/GMT-7",15.4329093183407
2008-08-12 20:00:00,"Etc/GMT-7",15.139
2008-08-12 21:00:00,"Etc/GMT-7",14.6879962788068
2008-08-12 22:00:00,"Etc/GMT-7",14.137
2008-08-12 23:00:00,"Etc/GMT-7",13.6429805664322
2008-08-13 00:00:00,"Etc/GMT-7",13.134
2008-08-13 01:00:00,"Etc/GMT-7",12.5529564554643
2008-08-13 02:00:00,"Etc/GMT-7",12.131
2008-08-13 03:00:00,"Etc/GMT-7",12.0655686117106
2008-08-13 04:00:00,"Etc/GMT-7",12.131
2008-08-13 05:00:00,"Etc/GMT-7",12.0335190976933
2008-08-13 06:00:00,"Etc/GMT-7",11.63
2008-08-13 07:00:00,"Etc/GMT-7",10.9579799975163
2008-08-13 08:00:00,"Etc/GMT-7",10.627
2008-08-13 09:00:00,"Etc/GMT-7",11.2815609122414
2008-08-13 10:00:00,"Etc/GMT-7",13.134
2008-08-13 11:00:00,"Etc/GMT-7",16.075651353518
2008-08-13 12:00:00,"Etc/GMT-7",19.146
2008-08-13 13:00:00,"Etc/GMT-7",21.3804586736864
2008-08-13 14:00:00,"Etc/GMT-7",22.65
2008-08-13 15:00:00,"Etc/GMT-7",23.1015139517363
2008-08-13 16:00:00,"Etc/GMT-7",23.15
2008-08-13 17:00:00,"Etc/GMT-7",23.0503605193686
2008-08-13 18:00:00,"Etc/GMT-7",22.149
2008-08-13 19:00:00,"Etc/GMT-7",19.9684189707895
2008-08-13 20:00:00,"Etc/GMT-7",17.644
2008-08-13 21:00:00,"Etc/GMT-7",16.3295885974735
2008-08-13 22:00:00,"Etc/GMT-7",15.64
2008-08-13 23:00:00,"Etc/GMT-7",15.0031016393165
2008-08-14 00:00:00,"Etc/GMT-7",14.638
2008-08-14 01:00:00,"Etc/GMT-7",14.8051298452604
2008-08-14 02:00:00,"Etc/GMT-7",15.139
2008-08-14 03:00:00,"Etc/GMT-7",15.2952539796421
2008-08-14 04:00:00,"Etc/GMT-7",15.64
2008-08-14 05:00:00,"Etc/GMT-7",16.4761042361714
2008-08-14 06:00:00,"Etc/GMT-7",17.143
2008-08-14 07:00:00,"Etc/GMT-7",17.0867040756722
2008-08-14 08:00:00,"Etc/GMT-7",17.143
2008-08-14 09:00:00,"Etc/GMT-7",18.2227044611397
2008-08-14 10:00:00,"Etc/GMT-7",20.147
2008-08-14 11:00:00,"Etc/GMT-7",22.4553530797691
2008-08-14 12:00:00,"Etc/GMT-7",24.65
2008-08-14 13:00:00,"Etc/GMT-7",26.3463832197839
2008-08-14 14:00:00,"Etc/GMT-7",27.65
2008-08-14 15:00:00,"Etc/GMT-7",28.7459890410952
2008-08-14 16:00:00,"Etc/GMT-7",29.648
2008-08-14 17:00:00,"Etc/GMT-7",30.1886606158352
2008-08-14 18:00:00,"Etc/GMT-7",29.648
2008-08-14 19:00:00,"Etc/GMT-7",27.575368495564
2008-08-14 20:00:00,"Etc/GMT-7",25.15
2008-08-14 21:00:00,"Etc/GMT-7",23.5913654019089
2008-08-14 22:00:00,"Etc/GMT-7",22.65
2008-08-14 23:00:00,"Etc/GMT-7",21.8336698968004
2008-08-15 00:00:00,"Etc/GMT-7",21.148
2008-08-15 01:00:00,"Etc/GMT-7",20.7179550108894
2008-08-15 02:00:00,"Etc/GMT-7",20.648
2008-08-15 03:00:00,"Etc/GMT-7",20.9327600596421
2008-08-15 04:00:00,"Etc/GMT-7",21.148
2008-08-15 05:00:00,"Etc/GMT-7",20.9390047505423
2008-08-15 06:00:00,"Etc/GMT-7",20.648
2008-08-15 07:00:00,"Etc/GMT-7",20.6992209381888
2008-08-15 08:00:00,"Etc/GMT-7",21.148
2008-08-15 09:00:00,"Etc/GMT-7",22.0273614967027
2008-08-15 10:00:00,"Etc/GMT-7",23.65
2008-08-15 11:00:00,"Etc/GMT-7",26.1477080750005
2008-08-15 12:00:00,"Etc/GMT-7",28.649
2008-08-15 13:00:00,"Etc/GMT-7",30.2783062032954
2008-08-15 14:00:00,"Etc/GMT-7",31.147
2008-08-15 15:00:00,"Etc/GMT-7",31.5645671118179
2008-08-15 16:00:00,"Etc/GMT-7",31.646
2008-08-15 17:00:00,"Etc/GMT-7",31.3429253494331
2008-08-15 18:00:00,"Etc/GMT-7",30.148
2008-08-15 19:00:00,"Etc/GMT-7",27.7586064904497
2008-08-15 20:00:00,"Etc/GMT-7",25.15
2008-08-15 21:00:00,"Etc/GMT-7",23.3287736887682
2008-08-15 22:00:00,"Etc/GMT-7",22.149
2008-08-15 23:00:00,"Etc/GMT-7",21.2604237544776
2008-08-16 00:00:00,"Etc/GMT-7",20.648
2008-08-16 01:00:00,"Etc/GMT-7",20.3330312933215
2008-08-16 02:00:00,"Etc/GMT-7",20.147
2008-08-16 03:00:00,"Etc/GMT-7",19.9175760722363
2008-08-16 04:00:00,"Etc/GMT-7",19.647
2008-08-16 05:00:00,"Etc/GMT-7",19.3786644177331
2008-08-16 06:00:00,"Etc/GMT-7",19.146
2008-08-16 07:00:00,"Etc/GMT-7",19.0718912568312
2008-08-16 08:00:00,"Etc/GMT-7",19.647
2008-08-16 09:00:00,"Etc/GMT-7",21.2132705549422
2008-08-16 10:00:00,"Etc/GMT-7",23.15
2008-08-16 11:00:00,"Etc/GMT-7",24.9034015233999
2008-08-16 12:00:00,"Etc/GMT-7",27.15
2008-08-16 13:00:00,"Etc/GMT-7",30.3844983514581
2008-08-16 14:00:00,"Etc/GMT-7",33.144
2008-08-16 15:00:00,"Etc/GMT-7",34.0029800707676
2008-08-16 16:00:00,"Etc/GMT-7",33.643
2008-08-16 17:00:00,"Etc/GMT-7",32.9657063654715
2008-08-16 18:00:00,"Etc/GMT-7",31.646
2008-08-16 19:00:00,"Etc/GMT-7",29.3143194673466
2008-08-16 20:00:00,"Etc/GMT-7",26.65
2008-08-16 21:00:00,"Etc/GMT-7",24.4771407651422
2008-08-16 22:00:00,"Etc/GMT-7",23.15
2008-08-16 23:00:00,"Etc/GMT-7",22.7391174720845
2008-08-17 00:00:00,"Etc/GMT-7",22.65
2008-08-17 01:00:00,"Etc/GMT-7",22.3412643465199
2008-08-17 02:00:00,"Etc/GMT-7",22.149
2008-08-17 03:00:00,"Etc/GMT-7",22.3553251418358
2008-08-17 04:00:00,"Etc/GMT-7",22.149
2008-08-17 05:00:00,"Etc/GMT-7",20.8813100861369
2008-08-17 06:00:00,"Etc/GMT-7",19.647
2008-08-17 07:00:00,"Etc/GMT-7",19.6325595136165
2008-08-17 08:00:00,"Etc/GMT-7",20.648
2008-08-17 09:00:00,"Etc/GMT-7",22.161451859397
2008-08-17 10:00:00,"Etc/GMT-7",23.65
2008-08-17 11:00:00,"Etc/GMT-7",24.7405080487953
2008-08-17 12:00:00,"Etc/GMT-7",25.65
2008-08-17 13:00:00,"Etc/GMT-7",26.7761409454216
2008-08-17 14:00:00,"Etc/GMT-7",28.649
2008-08-17 15:00:00,"Etc/GMT-7",31.2389281695182
2008-08-17 16:00:00,"Etc/GMT-7",32.145
2008-08-17 17:00:00,"Etc/GMT-7",29.4008963765056
2008-08-17 18:00:00,"Etc/GMT-7",25.15
2008-08-17 19:00:00,"Etc/GMT-7",21.9801113244593
2008-08-17 20:00:00,"Etc/GMT-7",20.147
2008-08-17 21:00:00,"Etc/GMT-7",19.3189083256571
2008-08-17 22:00:00,"Etc/GMT-7",19.146
2008-08-17 23:00:00,"Etc/GMT-7",19.2486303729122
2008-08-18 00:00:00,"Etc/GMT-7",19.146
2008-08-18 01:00:00,"Etc/GMT-7",18.499945182694
2008-08-18 02:00:00,"Etc/GMT-7",17.644
2008-08-18 03:00:00,"Etc/GMT-7",16.9963388963118
2008-08-18 04:00:00,"Etc/GMT-7",16.642
2008-08-18 05:00:00,"Etc/GMT-7",16.4978242320588
2008-08-18 06:00:00,"Etc/GMT-7",16.141
2008-08-18 07:00:00,"Etc/GMT-7",15.3613641754528
2008-08-18 08:00:00,"Etc/GMT-7",15.139
2008-08-18 09:00:00,"Etc/GMT-7",16.1472190661298
2008-08-18 10:00:00,"Etc/GMT-7",16.642
2008-08-18 11:00:00,"Etc/GMT-7",15.1421345600281
2008-08-18 12:00:00,"Etc/GMT-7",13.635
2008-08-18 13:00:00,"Etc/GMT-7",14.1779926937578
2008-08-18 14:00:00,"Etc/GMT-7",15.64
2008-08-18 15:00:00,"Etc/GMT-7",16.4720196649407
2008-08-18 16:00:00,"Etc/GMT-7",16.642
2008-08-18 17:00:00,"Etc/GMT-7",16.4040536464795
2008-08-18 18:00:00,"Etc/GMT-7",15.64
2008-08-18 19:00:00,"Etc/GMT-7",14.3192657491412
2008-08-18 20:00:00,"Etc/GMT-7",13.134
2008-08-18 21:00:00,"Etc/GMT-7",12.7035083569556
2008-08-18 22:00:00,"Etc/GMT-7",12.633
2008-08-18 23:00:00,"Etc/GMT-7",12.4182008230365
2008-08-19 00:00:00,"Etc/GMT-7",12.131
2008-08-19 01:00:00,"Etc/GMT-7",11.9156883508983
2008-08-19 02:00:00,"Etc/GMT-7",11.63
2008-08-19 03:00:00,"Etc/GMT-7",11.1394207733704
2008-08-19 04:00:00,"Etc/GMT-7",10.627
2008-08-19 05:00:00,"Etc/GMT-7",10.2975035556203
2008-08-19 06:00:00,"Etc/GMT-7",10.125
2008-08-19 07:00:00,"Etc/GMT-7",10.0519400041485
2008-08-19 08:00:00,"Etc/GMT-7",10.125
2008-08-19 09:00:00,"Etc/GMT-7",10.4328614277855
2008-08-19 10:00:00,"Etc/GMT-7",11.128
2008-08-19 11:00:00,"Etc/GMT-7",12.2263642847093
2008-08-19 12:00:00,"Etc/GMT-7",13.134
2008-08-19 13:00:00,"Etc/GMT-7",13.3223064333774
2008-08-19 14:00:00,"Etc/GMT-7",13.134
2008-08-19 15:00:00,"Etc/GMT-7",13.0376599817812
2008-08-19 16:00:00,"Etc/GMT-7",13.134
2008-08-19 17:00:00,"Etc/GMT-7",13.3310536394977
2008-08-19 18:00:00,"Etc/GMT-7",13.134
2008-08-19 19:00:00,"Etc/GMT-7",12.1913754602281
2008-08-19 20:00:00,"Etc/GMT-7",11.128
2008-08-19 21:00:00,"Etc/GMT-7",10.62681951959
2008-08-19 22:00:00,"Etc/GMT-7",10.627
2008-08-19 23:00:00,"Etc/GMT-7",10.879721461412
2008-08-20 00:00:00,"Etc/GMT-7",11.128
2008-08-20 01:00:00,"Etc/GMT-7",11.1819196347621
2008-08-20 02:00:00,"Etc/GMT-7",11.128
2008-08-20 03:00:00,"Etc/GMT-7",11.0979749995397
2008-08-20 04:00:00,"Etc/GMT-7",11.128
2008-08-20 05:00:00,"Etc/GMT-7",11.1941803670791
2008-08-20 06:00:00,"Etc/GMT-7",11.128
2008-08-20 07:00:00,"Etc/GMT-7",10.8306785321438
2008-08-20 08:00:00,"Etc/GMT-7",10.627
2008-08-20 09:00:00,"Etc/GMT-7",10.8107305043456
2008-08-20 10:00:00,"Etc/GMT-7",11.128
2008-08-20 11:00:00,"Etc/GMT-7",11.3167744504738
2008-08-20 12:00:00,"Etc/GMT-7",11.63
2008-08-20 13:00:00,"Etc/GMT-7",12.2589216937593
2008-08-20 14:00:00,"Etc/GMT-7",12.633
2008-08-20 15:00:00,"Etc/GMT-7",12.3110387744891
2008-08-20 16:00:00,"Etc/GMT-7",12.131
2008-08-20 17:00:00,"Etc/GMT-7",12.7262982082845
